mobile_model_name,cnt
SM-J250M,3
SM-J260A,5
SM-J260AZ,7
SM-J260F,3
SM-J260M,3
SM-J260MU,2
SM-J260T1,14
SM-J3110,2
SM-J3119S,1
SM-J320A,2
SM-J320AZ,2
SM-J320F,3
SM-J320FN,13
SM-J320H,1
SM-J320M,2
SM-J320N0,2
SM-J320V,3
SM-J320W8,1
SM-J321AZ,2
SM-J326AZ,1
SM-J327A,4
SM-J327AZ,1
SM-J327P,4
SM-J327R4,3
SM-J327T,2
SM-J327T1,6
SM-J327V,3
SM-J327VPP,4
SM-J3300,1
SM-J3308,1
SM-J330F,3
SM-J330FN,14
SM-J330G,1
SM-J337A,4
SM-J337AZ,4
SM-J337P,6
SM-J337R4,3
SM-J337R7,2
SM-J337T,2
SM-J337U,2
SM-J337V,10
SM-J337VPP,1
SM-J337W,1
SM-J400F,3
SM-J400M,5
SM-J410F,2
SM-J410G,2
SM-J415F,5
SM-J415FN,27
SM-J415G,1
SM-J415GN,1
SM-J5007,1
SM-J500F,3
SM-J500FN,3
SM-J500G,2
SM-J500H,2
SM-J500M,2
SM-J500Y,2
SM-J5108,2
SM-J510F,3
SM-J510FN,11
SM-J510FQ,2
SM-J510GN,3
SM-J510H,3
SM-J510K,2
SM-J510L,2
SM-J510MN,2
SM-J510S,2
SM-J510UN,2
SM-J530F,12
SM-J530FM,1
SM-J530G,2
SM-J530Y,1
SM-J600F,7
SM-J600FN,40
SM-J600G,5
SM-J600GT,4
SM-J600L,2
SM-J610F,3
SM-J610FN,19
SM-J610G,3
SM-J700F,4
SM-J700H,5
SM-J700M,3
SM-J700P,5
SM-J700T,6
SM-J700T1,1
SM-J701M,1
SM-J701MT,1
SM-J7109,3
SM-J710F,6
SM-J710FN,1
SM-J710FQ,3
SM-J710GN,2
SM-J710K,2
SM-J710MN,3
SM-J720F,1
SM-J727AZ,6
SM-J727V,1
SM-J730F,3
SM-J730FM,1
SM-J730G,2
SM-J730GM,2
SM-J737A,8
SM-J737P,15
SM-J737T,15
SM-J737T1,23
SM-J737U,4
SM-J737V,2
SM-J737VPP,4
SM-J810F,4
SM-J810G,3
SM-J810GF,1
SM-J810M,3
SM-J810Y,3
SM-M013F,1
SM-M015G,1
SM-M022F,3
SM-M022G,3
SM-M025F,4
SM-M105F,3
SM-M105G,2
SM-M107F,1
SM-M115F,6
SM-M127F,27
SM-M127G,4
SM-M135F,4
SM-M205F,5
SM-M205FN,2
SM-M215F,6
SM-M225FV,7
SM-M236B,2
SM-M305F,1
SM-M305M,1
SM-M307FN,3
SM-M315F,16
SM-M317F,4
SM-M325F,3
SM-M325FV,13
SM-M326B,1
SM-M336BU,1
SM-M515F,10
SM-M526B,3
SM-M526BR,2
SM-M526R,2
SM-M536B,1
SM-M625F,1
SM-N770F,14
SM-N900,2
SM-N9005,6
SM-N9006,2
SM-N9007,2
SM-N900A,3
SM-N900K,2
SM-N900L,2
SM-N900P,4
SM-N900S,2
SM-N900T,3
SM-N900V,3
SM-N900W8,3
SM-N9100,3
SM-N9108V,2
SM-N9109W,2
SM-N910A,4
SM-N910C,5
SM-N910F,9
SM-N910G,2
SM-N910H,5
SM-N910K,3
SM-N910L,3
SM-N910P,3
SM-N910S,3
SM-N910T,4
SM-N910U,3
SM-N910V,5
SM-N910W8,2
SM-N9150,2
SM-N915A,1
SM-N915F,2
SM-N915FY,1
SM-N915G,2
SM-N915K,2
SM-N915P,1
SM-N915R4,2
SM-N915S,2
SM-N915T,1
SM-N915W8,2
SM-N916K,3
SM-N916L,3
SM-N916S,3
SM-N9200,2
SM-N9208,2
SM-N920A,7
SM-N920C,6
SM-N920F,3
SM-N920G,2
SM-N920I,4
SM-N920K,2
SM-N920L,2
SM-N920P,6
SM-N920R4,1
SM-N920R7,2
SM-N920S,3
SM-N920T,6
SM-N920V,8
SM-N920W8,1
SM-N930F,2
SM-N9500,1
SM-N950F,53
SM-N950N,4
SM-N950U,133
SM-N950U1,11
SM-N950W,2
SM-N9600,5
SM-N960F,97
SM-N960N,4
SM-N960U,222
SM-N960U1,36
SM-N960W,3
SM-N9700,1
SM-N970F,25
SM-N970U,91
SM-N970U1,3
SM-N971N,5
SM-N9750,1
SM-N975F,23
SM-N975U,124
SM-N975U1,28
SM-N975W,4
SM-N9760,1
SM-N976B,38
SM-N976N,3
SM-N976Q,2
SM-N976U,21
SM-N976V,22
SM-N980F,9
SM-N9810,173
SM-N981B,13
SM-N981N,1
SM-N981U,116
SM-N981U1,19
SM-N985F,7
SM-N9860,2
SM-N986B,40
SM-N986U,142
SM-N986U1,25
SM-N986W,5
SM-P205,2
SM-P350,2
SM-P355,2
SM-P555,2
SM-P5550,3
SM-P585,2
SM-P585M,2
SM-P585Y,2
SM-P610,61
SM-P613,3
SM-P615,38
SM-P900,1
SM-S102DL,80
SM-S111DL,50
SM-S115DL,78
SM-S120VL,2
SM-S124DL,135
SM-S127DL,15
SM-S134DL,416
SM-S136DL,100
SM-S205DL,20
SM-S215DL,2
SM-S260DL,8
SM-S320VL,2
SM-S326DL,43
SM-S327VL,5
SM-S367VL,21
SM-S506DL,28
SM-S515DL,68
SM-S536DL,19
SM-S550TL,2
SM-S727A,6
SM-S727R4,1
SM-S727T,3
SM-S727T1,10
SM-S727U,3
SM-S727V,4
SM-S727VL,9
SM-S757BL,3
SM-S767VL,25
SM-S901B,93
SM-S901E,2
SM-S901N,1
SM-S901U,484
SM-S901U1,36
SM-S901W,3
SM-S9060,1
SM-S906B,15
SM-S906E,4
SM-S906N,2
SM-S906U,152
SM-S906U1,11
SM-S907VL,2
SM-S9080,1
SM-S908B,95
SM-S908E,6
SM-S908N,2
SM-S908U,314
SM-S908U1,44
SM-S908W,8
SM-S920L,1
SM-S975L,2
SM-T-390,1
SM-T220,94
SM-T225,25
SM-T225N,1
SM-T227U,46
SM-T2558,2
SM-T280,9
SM-T285,2
SM-T290,68
SM-T295,11
SM-T307U,18
SM-T310,2
SM-T330,1
SM-T330NU,1
SM-T337A,3
SM-T350,12
SM-T355Y,3
SM-T360,1
SM-T365,3
SM-T375L,1
SM-T377P,7
SM-T377R4,1
SM-T377T,4
SM-T377V,4
SM-T377W,3
SM-T378V,3
SM-T380,4
SM-T385,3
SM-T387AA,4
SM-T387R4,1
SM-T387T,6
SM-T387V,8
SM-T387W,2
SM-T38VK,1
SM-T395,1
SM-T500,90
SM-T505,19
SM-T505N,3
SM-T510,101
SM-T515,18
SM-T517P,5
SM-T530,7
SM-T530NN,1
SM-T533,1
SM-T540,1
SM-T550,3
SM-T555,3
SM-T560NU,4
SM-T580,20
SM-T585,12
SM-T585N0,1
SM-T590,13
SM-T595,3
SM-T597P,1
SM-T597V,5
SM-T705,3
SM-T710,1
SM-T713,3
SM-T715,4
SM-T715Y,1
SM-T719,1
SM-T719Y,2
SM-T720,14
SM-T725,5
SM-T727,4
SM-T727A,6
SM-T727R4,1
SM-T727V,2
SM-T733,16
SM-T735,9
SM-T736B,5
SM-T738U,10
SM-T800,3
SM-T805,2
SM-T805C,2
SM-T805M,1
SM-T810,2
SM-T813,3
SM-T815,4
SM-T815N0,1
SM-T815Y,2
SM-T817T,2
SM-T819,1
SM-T820,3
SM-T830,3
SM-T835,5
SM-T837A,2
SM-T837T,5
SM-T837V,2
SM-T860,8
SM-T865,4
SM-T865V,1
SM-T867R4,2
SM-T867U,14
SM-T870,16
SM-T875,6
SM-T878U,7
SM-T900,2
SM-T970,8
SM-T976B,5
SM-T978U,2
SM-X200,42
SM-X205,7
SM-X700,8
SM-X706B,1
SM-X800,2
SM-X806B,1
SM-X808U,4
SM-X900,1
SM-X906B,1
SM701,2
SM705,2
SM801,2
SM901,2
SMART 4G MAX 5.0,2
SMART 4G MAX 5.5,2
SMART PLUS,1
SMART Surf2 4G,2
SMARTWAY X1,2
SNE-LX1,36
SNE-LX3,3
SO-01G,2
SO-01H,2
SO-01J,2
SO-01K,1
SO-02G,2
SO-02H,2
SO-02J,2
SO-03F,2
SO-03G,2
SO-03K,1
SO-04H,4
SO-52A,1
SOL23,2
SOL24,2
SOL26,2
SOV33,2
SOV34,1
SOV39,1
SOV41,2
SP200,1
SP320,2
SP6.2,2
SPH-D710,2
SPH-L720,4
SS4450,2
SS4453,2
SS4457,2
SS4458,2
ST1020,1
ST7701,2
STARADDICT 6,2
STARXTREM 6,2
STF-AL00,1
STF-AL10,1
STF-L09,9
STK-L21,15
STK-L22,6
STK-LX1,9
STK-LX3,9
STUDIO G2,2
STUDIO SELFIE 2,2
STV100-4,2
Scepter 8 Tablet,2
Seoul S6,2
Shark 1,3
Silver Q,2
Slate S5,1
Smart 4G.,2
Smart Ultra 6,4
Smart XL II,1
Smartphone 3.1 Lite,2
Smartphone 6.1,2
Smartway M1,2
Spark +,2
Speed-Y3,2
Spira E2X,2
Star,1
Stealth G5 7.85,2
Stratus C5,2
Stratus C5 Elite,112
Studio C HD,1
Studio G HD LTE,1
Studio G2 HD,2
Studio J1,2
Studio J2,2
Studio J5,2
Studio Touch,2
Studio X10L,8
Studio XL 2,2
Sunny,2
Sunny 2,2
Sunny 2 Plus,1
Sunshine_T1_Elite,10
Surface Duo,1
Swift,2
Swift 2 Plus,1
Swift 2 X,1
Sync 5e,2
T004,2
T00N,3
T00Q,2
T08,2
T11,2
T12,2
T12-EEA,2
T13,1
T20,1
T3,2
T40 Plus EEA,1
T44,2
T5-EEA,2
T6 pro,1
T601DL,32
T602DL,12
T603DL,13
T671H,13
T671O,14
T676H,1
T70,2
T701DL,3
T702,2
T766A,2
T766H EEA,2
T766S,8
T767H,5
T767W,79
T770B,2
T770H,4
T773O,3
T774H,4
T779W,33
T780H,1
T781,11
T781SPP,5
T790S,26
T790W,28
T790Y,5
T790Z,14
T799B,2
T799H,4
T7A6,2
T8,4
T810H,1
T810S,6
T86,1
T95,1
T963,2
TA-1000,2
TA-1003,2
TA-1004,1
TA-1012,3
TA-1020,3
TA-1021,2
TA-1024,1
TA-1025,2
TA-1027,1
TA-1032,4
TA-1033,3
TA-1041,1
TA-1053,3
TA-1357,4
TAB 2 A8-50F,2
TAB8,10
TAG-AL00,4
TAS-AL00,1
TAS-AN00,1
TAS-L29,1
TB-7104F,6
TB-7304I,1
TB-7305F,2
TB-7305X,1
TB-7306F,4
TB-7504X,1
TB-7703X,2
TB-8304F1,2
TB-8504F,3
TB-8504X,1
TB-8505F,7
TB-8505X,2
TB-8505XS,2
TB-8703X,2
TB-8704X,1
TB-8705F,3
TB-8705FS,9
TB-J606F,6
TB-J716F,2
TB-X103F,3
TB-X104F,5
TB-X304F,4
TB-X304L,1
TB-X306F,9
TB-X306X,2
TB-X505F,8
TB-X505L,2
TB-X505X,1
TB-X605F,3
TB-X605FC,1
TB-X605L,2
TB-X606F,18
TB-X606FA,3
TB-X606X,5
TB-X606XA,3
TB-X704A,1
TB-X704F,2
TB-X704L,2
TB-X705F,1
TB125FU,2
TB2-X30F,1
TB2-X30L,2
TB3-710F,1
TB3-730M,2
TB3-730X,2
TB3-850M,2
TBBVNC100005207,1
TC56,4
TECNO-N6,2
TECNO-N6S,2
TECNO-N8,2
TECNO-W5,2
TF300T,2
TFY-LX1,5
TFY-LX2,1
TG-L800S,2
TGW801L,2
TMAF025G,31
TMAF035G,49
TMRVL4G,133
TP260,2
TP450,2
TPC-101 3G,2
TREKKER-M1 CORE,2
TREKKER-X3,3
TRT-AL10A,1
TRT-L21A,1
TRT-L53,2
TRT-LX1,1
TRT-LX3,1
TRT-TL10,1
TT175,2
TTL713G,2
TW102,21
Tab 11,1
Tank Xtreme,1
Titan pocket,1
Titanium Octane Plus,2
Tommy,2
Touchpad,2
Trendy,2
Twist (2018),1
Twist S,2
U FEEL,2
U FEEL LITE,2
U Feel Go,2
U Feel Prime,2
U Play,2
U Ultra,1
U-2u,2
U10,2
U11,3
U11 life,2
U2,2
U20,2
U202AA,3
U22,2
U3,1
U304AA,15
U307AS,7
U316AT,68
U318AA,73
U319AA,109
U325AC,14
U50,1
U601S,2
U614AS,8
U616AT,17
U626AA,3
U693CL,19
U696CL,16
U705AA,7
U705AC,29
U9,2
U962,2
U963,2
U989,2
US215,2
US700,2
US997,1
US998,4
Ultra 3.0,2
Ultra Shadow,2
Ultra Storm,1
Ultra link,2
V1,2
V1 Nano,2
V11,2
V110,2
V12,2
V15,1
V1809A,2
V1813A,1
V1824A,3
V1832A,1
V1836A,1
V1838A,1
V188,2
V1901A,1
V1913A,1
V1914A,1
V1916A,1
V1923A,1
V1924A,1
V1930A,1
V1945A,1
V1986A,2
V20,4
V2001A,1
V2002A,2
V2022,1
V2023,3
V2025,1
V2026,10
V2027,7
V2028,3
V2029,3
V2031A,1
V2031_21,1
V2032,1
V2035,2
V2036,4
V2041,4
V2043,2
V2043 21,2
V2045,1
V2046A,1
V2053,2
V2055A,2
V2058,4
V2059,2
V2061,2
V2066,2
V2073A,1
V2109,7
V2110,2
V2111,11
V2115,3
V2116,2
V2118A,2
V2120,5
V2130,3
V2130A,1
V2131,3
V2131A,8
V2136A,1
V2141A,1
V2142,1
V2149,2
V2152,2
V2162A,1
V2183A,2
V3 5070,1
V3 5580,1
V3 5580 Dual,2
V32,2
V340U,3
V341U,7
V350C,21
V350U,13
V3Max,2
V4,1
V410,2
V504730,2
V521,3
V530,1
V7,1
V75,2
V7s,2
V930,1
VCE-AL00,1
VCT9F78Q22,1
VFD 1100,2
VFD 1400,2
VFD 300,2
VFD 301,2
VFD 500,2
VFD 502,1
VFD 529,1
VFD 600,2
VFD 620,2
VFD 630,1
VFD 700,2
VFD 710,3
VFD 720,2
VFD 730,4
VFD 820,1
VIA A1,2
VIA A1 1,1
VIA A1 Plus,2
VIA E1,2
VIA E2,2
VIA F1,2
VIA M1,2
VIA M2,2
VIA_A1_1,1
VIE-AL10,2
VIE-L09,2
VIE-L29,2
VIEW 1,3
VIVO 5,2
VIVO GO,1
VIVO XL,2
VK810,2
VKY-AL00,2
VKY-L09,6
VKY-L29,2
VNS-AL00,3
VNS-L21,3
VNS-L22,2
VNS-L23,2
VNS-L31,7
VNS-L52,2
VNS-L53,2
VNS-L62,2
VNS-TL00,2
VOG-AL00,4
VOG-AL10,2
VOG-L04,1
VOG-L09,104
VOG-L29,70
VOG-TL00,1
VS,2
VS425,2
VS425PP,2
VS500,2
VS500PP,4
VS501,9
VS835,4
VS985,3
VS986,2
VS987,4
VS988,3
VS995,2
VS996,6
VS9987,1
VTR-AL00,2
VTR-L09,11
VTR-L29,3
Vandroid E1C 3G,2
Vans 9,2
Vega Secret Note IM-A890K,2
Venus 5000,2
Venus 5000 2GB,2
Venus 5000 Dual,1
Venus V3 5040,3
Venus V3 5040 2GB,2
Venus V3 5570,3
Venus V3 5580,1
Venus V3 S010,2
Venus X17,2
Viking Pro 10,1
Vivo 1929,1
Vivo 2015,7
Vivo 2018,2
Vivo 5R,2
Vivo 6,2
Vivo XI PLUS,1
Vivo XL2,2
Volt SV55,127
W-K420-TVM,1
W-K630 EEA,1
W-P311-EEA,1
W-V680-EEA,1
W-V720-EEA,1
W-V730-EEA,2
W-V745-EEA,3
W-V755-EEA,1
W-V770,1
W-V830-EEA,2
W-V850-EEA,1
W-V851-EEA,1
W10,2
W2,4
W3,4
W3 LTE,2
W4,2
W5 Lite,2
W5001P,2
W5002,1
W5005,1
W50A,2
W55,2
W5504,2
W55G,1
W6,2
W6001,3
W6002,2
W6002E,1
W6004,6
W6004P,2
W6501,3
W6502,2
W7,4
W9S,2
WAS-AL00,2
WAS-LX1,6
WAS-LX1A,11
WAS-LX2,2
WAS-TL10,3
WP10,1
WP12,1
WP17,2
WP18,1
WP5,5
WP5 Pro,3
WP6,2
WP7,3
WTCELERO5G,105
WTVIS01,4
WX3,1
WX3P,2
WinTab P20,2
Wish A11,2
X,3
X-music II pro,2
X007D,2
X008,2
X008D,2
X008DA,2
X008DC,2
X008DD,2
X008DDA,1
X009DA,1
X00AD,2
X00ADA,1
X00ADC,2
X00DDA,1
X00DDB,3
X00HD,1
X00LD,1
X00LDA,1
X00PD,1
X00TD,1
X018D,1
X018DC,1
X01BDA,2
X1,2
X1 Max,2
X10,5
X100,230
X109,1
X10u,2
X17,2
X19,2
X19 S,1
X2,10
X2 Euro,1
X2-EU,2
X2-TO,2
X20,5
X20 Pro,2
X21A,1
X220,3
X23,3
X230,2
X240,2
X27,1
X2Pt5,2
X3,2
X30,3
X3V,2
X3_Soul_Lite,2
X4,3
X41 Plus,2
X410.F,3
X410.FG,3
X410.FGN,1
X410PM,1
X5,2
X5 Lite,1
X5 Max Pro,2
X5 Pro,2
X5 Pro D,2
X5 Pro V,2
X50 Plus,2
X500,1
X501,3
X507,2
X510,2
X510t,2
X511B,2
X521,2
X53,1
X537,2
X550,2
X552,3
X554,1
X557,2
X557 Lite,2
X559C,8
X571,2
X572,3
X573,3
X5F,2
X5Max+,3
X5max,2
X6,3
X600,5
X600 LTE,2
X604,3
X605,4
X606,2
X606C,3
X606D,2
X608,2
X610B,1
X612B,9
X623,1
X624B,5
X626,7
X626B,3
X627,2
X650,9
X650B,5
X650C,2
X650D,2
X6511B,7
X6511G,3
X652,4
X652A,3
X652B,4
X652C,3
X653,2
X653C,1
X655,2
X655C,8
X655F,1
X656,6
X657,17
X657B,8
X657C,13
X658E,1
X659B,2
X660B,2
X660C,3
X662B,2
X663,2
X665,2
X665B,9
X672,2
X680,5
X680B,1
X680F,1
X6810,1
X6811,3
X6811B,1
X6812,1
X6817,2
X682B,12
X682C,2
X683,5
X687,4
X687B,1
X688B,13
X688C,2
X689B,2
X689C,7
X689F,2
X690,7
X690B,1
X692,2
X693,6
X695,2
X697,3
X698,1
X6A,2
X6D,2
X6Plus A,2
X6Plus D,2
X6S A,4
X6SPlus,2
X6SPlus A,2
X6SPlus D,2
X6pro,2
X7,7
X7 Plus,3
X700 PRO II,2
X710L,2
X7T,2
X81,2
X815,1
X818,2
X9,3
X9 Mini,1
X9 Pro,2
X900,2
X9000,2
X9006,2
X9009,2
X903S,2
X9079,2
X909,2
X909T,3
X920e,2
X93,2
X95,2
X95 Pro,3
X96Pro,2
X9L,2
X9Plus,3
X9Plus L,2
X9i,3
X9s L,1
XI CEU8,2
XI-CEU8,2
XI-CEX5,2
XL29h,2
XP7700,2
XP8800,4
XQ-AD51,22
XQ-AD52,1
XQ-AS52,10
XQ-AS62,1
XQ-AT51,12
XQ-AT52,1
XQ-AU51,7
XQ-AU52,5
XQ-BC52,1
XQ-BE52,2
XQ-BE72,3
XQ-BQ52,6
XQ-BT52,13
XR20,2
XT1021,95
XT1052,1
XT1058,3
XT1063,2
XT1064,3
XT1068,2
XT1069,2
XT1072,1
XT1078,2
XT1079,2
XT1085,2
XT1095,2
XT1097,2
XT1225,2
XT1254,2
XT1562,3
XT1563,3
XT1565,2
XT1585,6
XT1609,4
XT1635-01,3
XT1635-02,1
XT1650,2
XT1662,2
XT1663,2
XT1700,2
XT1706,2
XT1710-02,7
XT1789-05,4
XT1920DL,2
XT1925,11
XT1925DL,2
XT1935-02,2
XT2005DL,70
XT2041DL,19
XT2115DL,2
XT2125-4,1
Xenium V787,2
Xperia C6802,2
Xperia C6906,3
Xperia D6633,3
Xperia D6646,2
Xperia D6653,3
Xperia SGP621,3
Xperia SGP771,1
Xplay6,5
Xshot,1
Y10,3
Y12,2
Y31A,2
Y37,2
Y53,2
Y53 1606,2
Y53 1606A,2
Y53L,2
Y55,2
Y55 1603,2
Y55A,2
Y55L,2
Y5L,2
Y6,1
Y6 Max,2
Y603,2
Y66,2
Y66L,2
Y66i,1
Y66i A,1
Y67,3
Y67A,2
Y67L,2
Y71A,1
Y75,1
Y79A,1
Y83-I00,2
Y85A,1
Y9,2
Y910,2
YAL-AL10,4
YAL-L21,26
YAL-L41,6
YB1-X90F,1
YD206,2
YQ601,2
YQ607,2
YT-J706F,2
YT-X703F,1
YT-X705F,2
YT-X705X,1
YT3-850M,2
YT3-X50F,2
YT3-X50M,2
YU4711,1
YU5040,2
YU5510A,2
YU5530,2
Z008,2
Z008D,2
Z00ADB,2
Z00ED,2
Z00LD,2
Z00LDD,2
Z00MD,2
Z00RD,1
Z00TD,2
Z00UD,3
Z00UDB,1
Z00UDH,2
Z010D,2
Z011D,3
Z012DA,2
Z012DE,3
Z016D,3
Z016S,2
Z017D,2
Z017DA,1
Z01BDB,3
Z01QD,4
Z01RD,1
Z1,1
Z10,4
Z12 PRO,2
Z15,2
Z220,1
Z3,2
Z3153V,5
Z3351S,5
Z3352CA,1
Z4,2
Z5 Lte,2
Z5151V,2
Z5156CC,10
Z5157V,5
Z5158,7
Z557BL,3
Z558VL,2
Z559DL,3
Z6,2
Z6 mini,2
Z610DL,2
Z6201V,4
Z6250CC,3
Z6251V,3
Z6750M,1
Z719DL,1
Z798BL,1
Z799VL,2
Z820,1
Z828,1
Z831,2
Z832,2
Z833,2
Z836BL,2
Z839,6
Z855,2
Z899VL,1
Z90-7,1
Z90a40,4
Z917VL,1
Z956,2
Z957,1
Z958,2
Z963U,2
Z963VL,3
Z965,1
Z971,1
Z981,6
Z982,4
Z983,2
Z986DL,2
Z986U,2
Z988,3
ZB500KL,2
ZC554KL,1
ZE551ML,3
ZE620KL,2
ZUK Z1,3
ZUK Z2121,2
ZUK Z2131,3
ZUK Z2132,3
Zero 4,2
Zero 4 Plus,2
cp3705A,14
cp3705AS,24
d-02H,2
dandelion,2
eMAX mini,2
edge (2021),19
edge 20 fusion,1
edge 20 lite,22
edge 30,1
hi6210sft,2
i1,2
i10,2
i2,2
i3,1
i30,2
i5010,2
i5011,2
i5031,2
i5C,2
i5E,2
i5K,2
i6 Metal HD,1
i6 Metal ONE,1
i7,2
i7A,2
i9556,2
iPlay 20,1
iPlay 40H,1
iQL626,1
iris 820,2
iris 870,2
iris 870 4G,2
iris50,2
iris702,2
it1409,2
it1460 Pro,2
it1513,2
m1 metal,2
m3 note,2
miTab_Seattle,2
moto E5 cruise,6
moto E5 play,17
moto e,5
moto e(7),24
moto e(7) plus,3
moto e(7) power,6
moto e20,84
moto e5,1
moto e5 supra,3
moto g 5G plus,4
moto g play (2021),223
moto g play (XT2093DL),76
moto g pure,1071
moto g stylus (2021),108
moto g(10),64
moto g(100),3
moto g(30),45
moto g(50) 5G,3
moto g(6),1
moto g(60),5
moto g(60)s,7
moto g(7) optimo (XT1952DL),6
moto g(7) optimo maxx(XT1955DL),18
moto g(8) plus,7
moto g(9) plus,14
moto g(9) power,8
moto g51 5G,3
moto g62 5G,3
moto g71 5G,1
one 5G ace,172
phone M1,2
razr (2020),2
s5526,2
u2,1
vivo X21i A,1
x96,2
